StruCluster	accession	tSNE1	tSNE2	Taxonomic.lineage	Organism	Phylum	seqid	alntmscore
SC59	A0A537AYT0	95.840775	15.69201	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium	Pseudomonadota	0.632	0.973
SC59	A0A537C1H4	94.61766	16.764482	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium	Pseudomonadota	0.632	0.9729
SC59	A0A554XGV5	58.043095	-0.7057357	Tepidimonas (genus), Burkholderiales genera incertae sedis (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Tepidimonas charontis	Pseudomonadota	0.486	0.9368
SC59	A0A556UIZ4	96.79665	-16.7679	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus campinensis	Pseudomonadota	0.596	0.9816
SC59	A0A558CWJ5	96.782585	11.132311	unclassified Azoarcus (no rank), Azoarcus (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Azoarcus sp. PHD	Pseudomonadota	0.688	0.986
SC59	A0A561X9C7	61.00589	0.3473206	Acidovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acidovorax delafieldii	Pseudomonadota	0.494	0.9475
SC59	A0A562BN14	96.245895	-17.340614	Cupriavidus gilardii (species), Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus gilardii J11	Pseudomonadota	0.593	0.9854
SC59	A0A5A8ENS0	95.36916	-16.837101	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus gilardii	Pseudomonadota	0.596	0.9744
SC59	A0A5B7U1Z3	102.08673	-17.543104	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (Pseudomonas solanacearum)	Pseudomonadota	0.602	0.9906
SC59	A0A5B8CZF4	119.47561	-21.131699	Candidatus Methylopumilus (genus), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Methylopumilus universalis	Pseudomonadota	0.55	0.964
SC59	A0A5B8DEL8	119.455505	-21.124607	Candidatus Methylopumilus (genus), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Methylopumilus rimovensis	Pseudomonadota	0.548	0.964
SC59	A0A5C1E9K9	95.45081	-16.91147	Oryzomicrobium (genus), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oryzomicrobium terrae	Pseudomonadota	0.751	0.9894
SC59	A0A5C6YD79	99.12834	-17.47547	unclassified Ralstonia (no rank), Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia sp. TCR112	Pseudomonadota	0.607	0.9926
SC59	A0A5C7KNH6	96.846504	9.731913	unclassified Zoogloea (no rank), Zoogloea (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Zoogloea sp	Pseudomonadota	0.689	0.9822
SC59	A0A5C7RPW1	101.23107	12.457157	unclassified Thiobacillus (no rank), Thiobacillus (genus), Thiobacillaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiobacillus sp	Pseudomonadota	0.663	0.9894
SC59	A0A5C7UJU7	102.21134	-17.189821	unclassified Polynucleobacter (no rank), Polynucleobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Polynucleobacter sp	Pseudomonadota	0.576	0.9803
SC59	A0A5C7ZXV9	99.39871	9.56545	unclassified Dechloromonas (no rank), Dechloromonas (genus), Azonexaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dechloromonas sp	Pseudomonadota	0.736	0.9896
SC59	A0A5C8A6I9	93.76467	-16.94578	unclassified Cupriavidus (no rank), Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus sp	Pseudomonadota	0.591	0.9898
SC59	A0A5C9ASD6	97.69367	14.915637	unclassified Bacteria (no rank), Bacteria (superkingdom), cellular organisms (no rank)	bacterium	Other	0.645	0.9863
SC59	A0A5F0LV72	86.49631	12.918118	unclassified Herbaspirillum (no rank), Herbaspirillum (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Herbaspirillum sp. 3C11	Pseudomonadota	0.566	0.9494
SC59	A0A5H2Y3C5	101.36224	-16.46076	unclassified Azospira (no rank), Azospira (genus), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Azospira sp. I09	Pseudomonadota	0.75	0.9964
SC59	A0A5J6Q2R8	98.67682	4.5174212	Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria zalophi	Pseudomonadota	0.589	0.9835
SC59	A0A5K1KQA2	102.402054	0.8688536	Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria gonorrhoeae	Pseudomonadota	0.58	0.9824
SC59	A0A5M8B0Y9	93.57516	-16.872766	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus cauae	Pseudomonadota	0.594	0.9753
SC59	A0A5P2H0W4	94.462	-17.073994	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus pauculus	Pseudomonadota	0.595	0.9789
SC59	A0A5P3MRU7	89.319435	18.343813	Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria animalis	Pseudomonadota	0.583	0.9519
SC59	A0A5P3VL17	94.8971	-17.070892	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus oxalaticus	Pseudomonadota	0.588	0.9761
SC59	A0A5P3VMW8	88.16345	26.965225	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus oxalaticus	Pseudomonadota	0.615	0.9526
SC59	A0A643FTN4	100.59889	6.207914	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus basilensis	Pseudomonadota	0.634	0.986
SC59	A0A643G8Z7	96.32502	-17.025951	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus basilensis	Pseudomonadota	0.594	0.9705
SC59	A0A653ICG1	98.52534	-17.168694	unclassified Limnobacter (no rank), Limnobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Limnobacter sp. 130	Pseudomonadota	0.603	0.9893
SC59	A0A660N365	88.39535	9.467932	unclassified Kingella (in: b-proteobacteria) (no rank), Kingella (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Kingella sp	Pseudomonadota	0.593	0.9825
SC59	A0A660N5J1	102.471886	8.442826	unclassified Kingella (in: b-proteobacteria) (no rank), Kingella (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Kingella sp	Pseudomonadota	0.595	0.9816
SC59	A0A662AYK8	40.735214	23.911049	unclassified Bacteroidota (no rank), Bacteroidota (phylum), Bacteroidetes/Chlorobi group (no rank), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Bacteroidota bacterium	Other	0.308	0.9113
SC59	A0A6A1R4T7	88.64763	25.080105	Comamonas (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Comamonas kerstersii	Pseudomonadota	0.486	0.9461
SC59	A0A6C2CXQ2	101.09019	2.9855874	Zoogloea (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Zoogloea oleivorans	Pseudomonadota	0.691	0.9845
SC59	A0A6F8PXK4	91.61185	-10.150359	Thiosulfatimonas (genus), Piscirickettsiaceae (family), Thiotrichales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiosulfatimonas sediminis	Pseudomonadota	0.526	0.9443
SC59	A0A6G8CPC1	59.783672	0.2218473	unclassified Diaphorobacter (no rank), Diaphorobacter (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Diaphorobacter sp. HDW4A	Pseudomonadota	0.5	0.9393
SC59	A0A6H9XVT0	96.989815	16.834988	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium SCN2	Pseudomonadota	0.662	0.9884
SC59	A0A6H9Y1I5	93.14387	17.175734	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium SCN1	Pseudomonadota	0.645	0.987
SC59	A0A6I1MWA1	68.518425	6.411515	unclassified Duganella (no rank), Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella sp. FT27W	Pseudomonadota	0.547	0.957
SC59	A0A6L4B972	100.18948	4.5117555	unclassified Zoogloea (no rank), Zoogloea (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Zoogloea sp	Pseudomonadota	0.698	0.9817
SC59	A0A6L4YFJ7	98.73144	7.29019	unclassified Rhodocyclaceae (no rank), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclaceae bacterium	Pseudomonadota	0.705	0.9872
SC59	A0A6L5JT34	99.478386	-17.336128	Rhodocyclus (genus), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclus tenuis (Rhodospirillum tenue)	Pseudomonadota	0.802	0.9898
SC59	A0A6L6Q5D2	68.804405	7.615943	Pseudoduganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudoduganella ginsengisoli	Pseudomonadota	0.571	0.9566
SC59	A0A6L8AAY6	97.12443	7.77944	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium	Pseudomonadota	0.554	0.9836
SC59	A0A6L8KK25	68.997375	7.899149	Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella flavida	Pseudomonadota	0.562	0.9502
SC59	A0A6M4GW80	96.604996	9.774527	Usitatibacter (genus), Usitatibacteraceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Usitatibacter rugosus	Pseudomonadota	0.652	0.9822
SC59	A0A6M4H777	96.88259	15.292895	Usitatibacter (genus), Usitatibacteraceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Usitatibacter palustris	Pseudomonadota	0.665	0.9653
SC59	A0A6M8SMD0	93.609924	19.539026	Deefgea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Deefgea piscis	Pseudomonadota	0.619	0.9789
SC59	A0A6N1BJC7	93.58044	-16.848444	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus gilardii	Pseudomonadota	0.594	0.9746
SC59	A0A6N2CRL3	88.03157	17.801928	unclassified Puniceicoccaceae (no rank), Puniceicoccaceae (family), Puniceicoccales (order), Opitutae (class), Verrucomicrobia (phylum), PVC group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Puniceicoccaceae bacterium	Verrucomicrobia	0.47	0.9126
SC59	A0A6N4T636	67.55643	10.422996	unclassified Undibacterium (no rank), Undibacterium (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Undibacterium sp. KW1	Pseudomonadota	0.566	0.9425
SC59	A0A6N9HFK0	67.61755	6.0455875	Pseudoduganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudoduganella guangdongensis	Pseudomonadota	0.545	0.9541
SC59	A0A6N9SMB8	101.40319	5.644316	unclassified Ferrovum (no rank), Ferrovum (genus), Ferrovaceae (family), Ferrovales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ferrovum sp	Pseudomonadota	0.596	0.9746
SC59	A0A6N9SQE6	91.27152	18.225073	unclassified Ferrovum (no rank), Ferrovum (genus), Ferrovaceae (family), Ferrovales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ferrovum sp	Pseudomonadota	0.597	0.9858
SC59	A0A6S6XVB4	98.01323	4.442493	Denitratisoma (genus), Sterolibacteriaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Denitratisoma oestradiolicum	Pseudomonadota	0.664	0.9798
SC59	A0A7C6PIM3	93.84995	19.017519	unclassified Rhodocyclaceae (no rank), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclaceae bacterium	Pseudomonadota	0.724	0.9889
SC59	A0A7C6VJ46	95.92629	4.812002	unclassified Rhodocyclaceae (no rank), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclaceae bacterium	Pseudomonadota	0.697	0.9864
SC59	A0A7C9GSM8	85.97009	17.14717	unclassified Burkholderiales (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiales bacterium LSUCC0115	Pseudomonadota	0.575	0.9789
SC59	A0A7C9P8E3	102.54605	9.461823	Sulfuriferula (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfuriferula multivorans	Pseudomonadota	0.661	0.9893
SC59	A0A7D4SZ91	92.624245	-11.305535	Thiomicrorhabdus (genus), Piscirickettsiaceae (family), Thiotrichales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiomicrorhabdus xiamenensis	Pseudomonadota	0.545	0.9499
SC59	A0A7D5V9I3	94.052376	19.19058	Chitinibacter (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Chitinibacter fontanus	Pseudomonadota	0.623	0.987
SC59	A0A7D7N1C8	101.56583	-0.22618732	Conchiformibius (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Conchiformibius steedae	Pseudomonadota	0.59	0.9845
SC59	A0A7D7SFB8	94.86655	-13.038546	Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria shayeganii	Pseudomonadota	0.605	0.9834
SC59	A0A7G3G910	100.07204	12.902896	Iodobacter (genus), Chromobacterium group (no rank), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Iodobacter fluviatilis	Pseudomonadota	0.639	0.9796
